issue_number,url,title,input_sha256,retrieval_complete,truncated,reviewer,review_action,review_route,jev_status,jev_route,jev_reason,route_agrees,review_design,jev_design_probability,jev_design_label,review_agent_behavior,jev_agent_behavior_probability,jev_agent_behavior_label,review_memory,jev_memory_probability,jev_memory_label,review_cross_repo,jev_cross_repo_probability,jev_cross_repo_label,review_substance,jev_substance_probability,jev_substance_label,review_design_context,jev_design_context_probability,jev_design_context_label,review_reason,review_flags,review_evidence,input_file,request_file,review_file,result_file,response_file
4987,https://github.com/OpenHands/software-agent-sdk/issues/4987,[Bug]: Title generation prompt glues user message to instruction and breaks emoji list formatting,cac607159acf954d15304eaa42a45004c0093ec7f5843e25ef215e228f4e7ae6,True,False,field_notes_runtime,skip,skip,ok,skip,below_threshold,True,no,0.19,no,no,0.91,yes,no,0.1,no,no,0.37,no,no,0.59,no,yes,0.89,yes,"The malformed title prompt is thoroughly demonstrated, but the requested newline and bullet corrections offer little standalone design value or meaningful agent-loop consequence.","[""routine_but_clear""]","[{""text"": ""The user message should be separated from the instruction by a blank line"", ""supports"": [""design_context""]}]",inputs/group-1.json,requests/4987.json,reviews/group-1.json,results/4987.json,responses/4987/attempt-01.json
4990,https://github.com/OpenHands/software-agent-sdk/issues/4990,[Bug]: /pause reports PAUSED while an ACP agent keeps executing tool calls,530de20aadbd8948f6df15ea5bad7e073f1c1d18db3a384d4c79dad396bbee56,True,False,field_notes_runtime,investigate,write,ok,defer,uncertain_design_context,False,yes,0.94,yes,yes,0.97,yes,no,0.05,no,yes,0.7,yes,yes,0.91,yes,yes,0.67,no,"The issue exposes a consequential distinction between cooperative pause, actual subprocess cancellation and truthful state, with an explicit Canvas-to-SDK contract and observable workspace changes.",[],"[{""text"": ""The reported `paused` state is not a safety property for ACP agents."", ""supports"": [""design"", ""agent_behavior"", ""substance""]}]",inputs/group-2.json,requests/4990.json,reviews/group-2-tail.json,results/4990.json,responses/4990/attempt-01.json
4993,https://github.com/OpenHands/software-agent-sdk/issues/4993,[Feature]: Expose conversation runtime lifecycle and recovery capabilities,c0a998a036295f400687eff9e01d57fbac5b0ccf9d0908d9ec2d2e351aad1dd9,True,False,field_notes_site,investigate,write,ok,write,relevant_with_substance,True,yes,0.97,yes,no,0.92,yes,no,0.55,no,yes,0.68,yes,yes,0.86,yes,yes,0.81,yes,"Separating execution status, runtime availability, ownership and recovery is a consequential public contract needed by Canvas clients. The issue clearly defines reprovision versus explicit resume; it is principally lifecycle architecture, not an agent memory algorithm.",[],"[{""text"": ""`runtime missing != conversation archived` and `execution failed != runtime missing`"", ""supports"": [""design"", ""cross_repo"", ""design_context""]}]",inputs/group-3.json,requests/4993.json,reviews/group-3.json,results/4993.json,responses/4993/attempt-01.json
4994,https://github.com/OpenHands/software-agent-sdk/issues/4994,[Feature]: Add explicit conversation archive metadata and control-plane APIs,bc9b45e18ca42816df4ec7eb6e9ace673fe519026dd408b2beb0270a37e3701f,True,False,field_notes_pipeline,investigate,write,ok,write,relevant_with_substance,True,yes,0.96,yes,no,0.68,yes,no,0.84,yes,unclear,0.59,no,yes,0.84,yes,yes,0.86,yes,The issue distinguishes user-controlled archive state from missing runtime infrastructure and assigns control-plane ownership explicitly. Provisioning-free metadata operations and recovery exclusion are substantive lifecycle design; the legacy Cloud consumer is not unambiguously one of the named target repos.,[],"[{""text"": ""That conflates a user-controlled retention state with an infrastructure condition."", ""supports"": [""design"", ""substance""]}]",inputs/group-2.json,requests/4994.json,reviews/group-2.json,results/4994.json,responses/4994/attempt-01.json
4995,https://github.com/OpenHands/software-agent-sdk/issues/4995,[Feature]: Serve durable conversation history independently of runtimes,4f02e3508cc66baa8c12a70e2e044311b942d58530ce8015613f2a9d361612b4,True,False,field_notes_site,investigate,write,ok,write,relevant_with_substance,True,yes,0.96,yes,no,0.66,yes,yes,0.98,yes,yes,0.55,no,yes,0.84,yes,yes,0.77,yes,"Decoupling retained trajectories from disposable runtimes is a substantive history-retention and lifecycle design needed by Canvas. The issue clearly distinguishes archive, deletion, ownership loss and read operations that must never start execution.",[],"[{""text"": ""Reading history never provisions or resumes a runtime."", ""supports"": [""design"", ""memory"", ""cross_repo"", ""design_context""]}]",inputs/group-3.json,requests/4995.json,reviews/group-3.json,results/4995.json,responses/4995/attempt-01.json
4996,https://github.com/OpenHands/software-agent-sdk/issues/4996,[Feature]: Normalize Agent Server and legacy Cloud conversation lifecycle in TypeScript,726ada4994d6d884c5309cd07f5e3badae42ec02dec7d151444a7122ddc16d39,True,False,field_notes_site,investigate,write,ok,write,relevant_with_substance,True,yes,0.95,yes,no,0.33,no,no,0.5,no,yes,0.7,yes,yes,0.83,yes,yes,0.83,yes,"Lifecycle normalization has an explicit SDK-to-Canvas ownership boundary and a carefully limited legacy Cloud fallback. Archive metadata is application lifecycle state, not automatically agent memory.",[],"[{""text"": ""No compatibility fallback should be implemented in `OpenHands/OpenHands`."", ""supports"": [""design"", ""cross_repo"", ""design_context""]}]",inputs/group-3.json,requests/4996.json,reviews/group-3.json,results/4996.json,responses/4996/attempt-01.json
4997,https://github.com/OpenHands/software-agent-sdk/issues/4997,[Bug]: Conversations stall indefinitely when ChatGPT subscription LLM call hangs,a4c451698209b886cb55d287cf91ce292df1fa29eef60f908eb8b829736b58d6,True,False,field_notes_runtime,investigate,write,ok,write,relevant_with_substance,True,yes,0.88,yes,yes,0.97,yes,no,0.07,no,no,0.35,no,yes,0.91,yes,yes,0.82,yes,"The described hung-stream symptom and missing progress establish a useful liveness, timeout and retry design question. Specific timeout-library claims still need later verification; that does not make this issue insufficient.",[],"[{""text"": ""The conversation should never remain in `RUNNING` status indefinitely\n  with no events being produced."", ""supports"": [""design"", ""agent_behavior"", ""design_context""]}]",inputs/group-2.json,requests/4997.json,reviews/group-2-tail.json,results/4997.json,responses/4997/attempt-01.json
5002,https://github.com/OpenHands/software-agent-sdk/issues/5002,Remove legacy Cloud MISSING archive fallback,19c6cc4292bd00e3f9d52f30311e7a64fe47e191d4bcc23a9995fc9d672c20a2,True,False,field_notes_runtime,investigate,write,ok,skip,below_threshold,False,yes,0.8,yes,no,0.45,no,no,0.49,no,unclear,0.41,no,yes,0.6,no,yes,0.86,yes,"Although framed as cleanup, it exposes an authoritative-state and rollout-compatibility contract: missing runtime is not archived conversation. Cloud payload ownership across the named repositories is not explicit.","[""ambiguous_repo_boundary""]","[{""text"": ""Explicit archive metadata is authoritative and avoids conflating a missing runtime with an archived conversation."", ""supports"": [""design"", ""substance"", ""design_context""]}]",inputs/group-2.json,requests/5002.json,reviews/group-2-tail.json,results/5002.json,responses/5002/attempt-01.json
5004,https://github.com/OpenHands/software-agent-sdk/issues/5004,Release Docker conversation runtimes without deleting audit history,cc54cdaf17e26e77abe4ae1e0f2e4876417b7c916f6c00b4fcc450ecb3b9149e,True,False,field_notes_pipeline,investigate,write,ok,write,relevant_with_substance,True,yes,0.92,yes,no,0.44,no,yes,0.88,yes,no,0.56,no,yes,0.77,yes,yes,0.79,yes,"The issue separates disposable execution resources from durable conversation history and specifies idempotent release, interruption, and reprovisioning. This is a concise but sufficient lifecycle and retained-context contract.",[],"[{""text"": ""cannot explicitly release a finished runtime without deleting its conversation history."", ""supports"": [""design"", ""memory"", ""design_context""]}]",inputs/group-2.json,requests/5004.json,reviews/group-2.json,results/5004.json,responses/5004/attempt-01.json
5007,https://github.com/OpenHands/software-agent-sdk/issues/5007,Allow trusted orchestrators to provision only a selected runtime session credential,b96ee9bfb4b5671519c57124c691e63298a02fcb780576217c2f9f901b0dc3a6,True,False,field_notes_runtime,investigate,write,ok,write,relevant_with_substance,True,yes,0.93,yes,no,0.36,no,no,0.27,no,yes,0.64,no,yes,0.83,yes,yes,0.79,yes,The desired control-plane endpoint narrows an automation bundle's authority to one runtime instead of exposing a host-wide key. The described provisioning and dispatch contract spans SDK and Automation responsibilities.,[],"[{""text"": ""forwarding the outer key would grant access to every runtime."", ""supports"": [""design"", ""cross_repo"", ""design_context""]}]",inputs/group-1.json,requests/5007.json,reviews/group-1.json,results/5007.json,responses/5007/attempt-01.json
5012,https://github.com/OpenHands/software-agent-sdk/issues/5012,Move Canvas conversation stream transport into the TypeScript SDK,266f416bd6e529176d625352479a4e3c7aa4de30bf5f4675bc56db7e3d476bef,True,False,field_notes_site,investigate,write,ok,write,relevant_with_substance,True,yes,0.93,yes,no,0.61,no,yes,0.3,no,yes,0.81,yes,yes,0.78,yes,yes,0.83,yes,"The issue relocates the shared authenticated stream protocol from Canvas into the SDK, preserving replay, cancellation and lifecycle semantics. It is concise but provides enough invariants for a cross-repository architecture and history-delivery note.",[],"[{""text"": ""authentication, reconnects, and handshake timeouts"", ""supports"": [""design"", ""cross_repo"", ""design_context""]}]",inputs/group-3.json,requests/5012.json,reviews/group-3.json,results/5012.json,responses/5012/attempt-01.json
5023,https://github.com/OpenHands/software-agent-sdk/issues/5023,[Bug]: Installed skill resources leak into permanent context even when disabled,4977dbc56e9508872d5f3159bd482e3448a2f0fb50dfbbe9ca0c1638a6d48ab9,True,False,field_notes_pipeline,investigate,write,ok,write,relevant_with_substance,True,yes,0.88,yes,yes,0.92,yes,yes,0.97,yes,no,0.27,no,yes,0.88,yes,yes,0.89,yes,"Generic discovery bypasses managed skill enablement and progressive disclosure, injecting disabled supporting files into every conversation. This is a precise information-boundary and agent-context bug with a clear minimal reproduction.",[],"[{""text"": ""Disabling the installed skill removes its callable entry but does **not** stop the supporting documents from loading."", ""supports"": [""design"", ""agent_behavior"", ""memory""]}]",inputs/group-2.json,requests/5023.json,reviews/group-2.json,results/5023.json,responses/5023/attempt-01.json
5025,https://github.com/OpenHands/software-agent-sdk/issues/5025,[Bug]: LookupSecret self-deadlocks the agent-server event loop on loopback resolution,6852e65320ad4b917075cf0c5f5089e6cb381f064c476a295e85918d975361e7,True,False,field_notes_runtime,investigate,write,ok,write,relevant_with_substance,True,yes,0.94,yes,yes,0.92,yes,no,0.22,no,no,0.66,yes,yes,0.91,yes,yes,0.82,yes,"Synchronous self-HTTP deadlocks the event loop responsible for serving the credential, making liveness recovery repeat the failure. The in-process resolver proposal also exposes a package-layering tradeoff.",[],"[{""text"": ""the call blocks the event loop that would have to serve the request."", ""supports"": [""design"", ""agent_behavior"", ""design_context""]}]",inputs/group-1.json,requests/5025.json,reviews/group-1.json,results/5025.json,responses/5025/attempt-01.json
5027,https://github.com/OpenHands/software-agent-sdk/issues/5027,fix: preserve repository identity in PR linked-issue readiness checks,3eede776ec8f971921b0df0d99cbc961fa55641db58a5e61cf83086e2279c410,True,False,field_notes_runtime,investigate,write,ok,write,relevant_with_substance,True,yes,0.8,yes,no,0.16,no,no,0.14,no,yes,0.6,no,yes,0.78,yes,yes,0.87,yes,Repository-qualified issue identity is lost by cross-repository readiness checks. The collision between equal issue numbers and foreign/local ownership supports a useful small contract explanation.,[],"[{""text"": ""Deduplication uses repository and number"", ""supports"": [""design"", ""cross_repo"", ""design_context""]}]",inputs/group-1.json,requests/5027.json,reviews/group-1.json,results/5027.json,responses/5027/attempt-01.json
5030,https://github.com/OpenHands/software-agent-sdk/issues/5030,[Agent Profile] Profiles can't scope which secrets an agent receives,dce6e78834e44756aa801f836b753629416fb970301d6c9667e961103f53f810,True,False,field_notes_site,investigate,write,ok,write,relevant_with_substance,True,yes,0.95,yes,yes,0.92,yes,no,0.62,no,yes,0.76,yes,yes,0.89,yes,yes,0.9,yes,"Profile-scoped secret allowlists change a real server-enforced agent capability boundary and the Canvas editor contract, including eager ACP versus lazy OpenHands delivery. It explains defaults, failure behavior and exposure clearly enough for substantive analysis.",[],"[{""text"": ""Filtering there means the restriction holds no matter what a client sends."", ""supports"": [""design"", ""agent_behavior"", ""cross_repo"", ""design_context""]}]",inputs/group-3.json,requests/5030.json,reviews/group-3.json,results/5030.json,responses/5030/attempt-01.json
5034,https://github.com/OpenHands/software-agent-sdk/issues/5034,Security: requesting a private disclosure channel,4a783c1100d0691c6530ec800b2763b32e0a22bd0d8f6dbdba99477f3ea5c0a2,True,False,field_notes_pipeline,investigate,write,ok,defer,uncertain_design_context,False,yes,0.85,yes,no,0.38,no,no,0.03,no,no,0.29,no,yes,0.64,no,yes,0.49,no,The stated unauthenticated network execution boundary and desired secure default are enough to establish a substantive design concern. Reproduction is deliberately withheld for responsible disclosure; investigation should respect that request rather than demand public exploit details.,[],"[{""text"": ""does not expose an unauthenticated network-reachable execution API."", ""supports"": [""design"", ""substance"", ""design_context""]}]",inputs/group-2.json,requests/5034.json,reviews/group-2.json,results/5034.json,responses/5034/attempt-01.json
5035,https://github.com/OpenHands/software-agent-sdk/issues/5035,Recover a conversation after the TypeScript client loses its create response,c24121fd21809462a5bd7396851b32ac78c5e51376e9d99c00730e215c8cf975,True,False,field_notes_runtime,investigate,write,ok,write,relevant_with_substance,True,yes,0.91,yes,yes,0.83,yes,no,0.51,no,no,0.4,no,yes,0.87,yes,yes,0.81,yes,Lost creation responses raise an idempotency and recovery contract: reconcile a known conversation instead of replaying its initial work. The TypeScript and server code are in one listed repository.,[],"[{""text"": ""Never replay the creation POST or its initial message."", ""supports"": [""design"", ""agent_behavior"", ""design_context""]}]",inputs/group-1.json,requests/5035.json,reviews/group-1.json,results/5035.json,responses/5035/attempt-01.json
5038,https://github.com/OpenHands/software-agent-sdk/issues/5038,[Bug]: UTF-8 Chinese text misclassified as binary when sampling splits a multibyte character,567cab9067ac72fa386499c7f311d5c641917bd433ed93b707342f3cc5db4041,True,False,field_notes_site,skip,skip,ok,write,relevant_with_substance,False,no,0.81,yes,yes,0.65,yes,no,0.03,no,no,0.27,no,no,0.88,yes,yes,0.81,yes,"The invalid binary classification blocks a real agent file tool, and the Unicode sampling bug and preservation requirements are precise. As described, this remains a localized file-validation fix rather than a consequential architecture or memory change.",[],"[{""text"": ""Its 1,024-byte sample can split a multibyte UTF-8 character"", ""supports"": [""agent_behavior"", ""design_context""]}]",inputs/group-3.json,requests/5038.json,reviews/group-3.json,results/5038.json,responses/5038/attempt-01.json
5043,https://github.com/OpenHands/software-agent-sdk/issues/5043,Enforce behavioral parity between Python and TypeScript SDK clients,4dd365b57ba738ce75aa63f35114c62664d6c19befb4459f186b86e118d7afcb,True,False,field_notes_runtime,investigate,write,ok,write,relevant_with_substance,True,yes,0.93,yes,no,0.28,no,no,0.04,no,no,0.84,yes,yes,0.84,yes,yes,0.8,yes,Transport-schema conformance cannot prove equivalence of high-level SDK behavior. The proposed capability contract and explicit exceptions make a useful API-parity investigation within the SDK monorepo.,[],"[{""text"": ""OpenAPI validation could not catch it"", ""supports"": [""design"", ""substance""]}]",inputs/group-1.json,requests/5043.json,reviews/group-1.json,results/5043.json,responses/5043/attempt-01.json
5044,https://github.com/OpenHands/software-agent-sdk/issues/5044,Allow profile-scoped script commands without a conversation,4abb1ece6697f8bc6849d63e4f783fd44eaf77e3da761ad1ca0edafdaaf7ee6a,True,False,field_notes_runtime,investigate,write,ok,write,relevant_with_substance,True,yes,0.92,yes,yes,0.51,no,no,0.31,no,yes,0.55,no,yes,0.82,yes,yes,0.89,yes,Separating credential scoping from conversation creation is a concrete least-privilege and lifecycle redesign spanning the Agent Server and Automation service.,[],"[{""text"": ""the profile scopes credentials, while an explicit execution mode determines whether the run is a script or an agent conversation."", ""supports"": [""design"", ""cross_repo"", ""design_context""]}]",inputs/group-1.json,requests/5044.json,reviews/group-1.json,results/5044.json,responses/5044/attempt-01.json
5048,https://github.com/OpenHands/software-agent-sdk/issues/5048,Dockerfile best practice: specify non-root USER in custom tool example Dockerfile,b48cb04d6b5f019821164b34125e487bb6bc934c7384c057c29180cc6004a489,True,False,field_notes_pipeline,skip,skip,ok,skip,below_threshold,True,no,0.23,no,no,0.06,no,no,0.02,no,no,0.07,no,no,0.29,no,yes,0.91,yes,The motivation and intended result are complete: run the example container as a non-root user and verify it still works. No concrete complex boundary or agent-behavior mechanism is raised beyond ordinary Dockerfile hardening.,[],"[{""text"": ""Adding a `USER` directive with a non-root user avoids unnecessary privilege"", ""supports"": [""design_context""]}]",inputs/group-2.json,requests/5048.json,reviews/group-2.json,results/5048.json,responses/5048/attempt-01.json
5049,https://github.com/OpenHands/software-agent-sdk/issues/5049,Dockerfile best practice: add --no-install-recommends to apt-get install commands in agent-server Dockerfile,94b8d80ccf5de43ff936f1d0c9a134a6dc78ef2a2a8120782fe6b2e4a39bee1a,True,False,field_notes_runtime,skip,skip,ok,skip,below_threshold,True,no,0.09,no,no,0.11,no,no,0.02,no,no,0.08,no,no,0.27,no,yes,0.94,yes,"This is a clear, conventional package-install flag change with no described agent behavior or architectural tradeoff beyond reducing image bloat.","[""routine_but_clear""]","[{""text"": ""Add `--no-install-recommends` to both `apt-get install` commands"", ""supports"": [""design_context""]}]",inputs/group-1.json,requests/5049.json,reviews/group-1.json,results/5049.json,responses/5049/attempt-01.json
5067,https://github.com/OpenHands/software-agent-sdk/issues/5067,[Bug]: RemoteConversation attach does not restore tool registrations,6d78bc4d6445372542314655d44ef6dec0efc6a22244de94af7fa2bcdf0ca3f1,True,False,field_notes_site,investigate,write,ok,write,relevant_with_substance,True,yes,0.9,yes,yes,0.93,yes,yes,0.84,yes,no,0.85,yes,yes,0.87,yes,yes,0.87,yes,Fresh clients cannot reconstruct persisted or streamed tool events without server registration metadata. The attach/restore boundary and dynamic imports raise substantive conversation-history and schema contract questions; both sides are packages of this repository.,[],"[{""text"": ""it cannot deserialize that conversation's persisted or streamed events"", ""supports"": [""design"", ""agent_behavior"", ""memory"", ""design_context""]}]",inputs/group-3.json,requests/5067.json,reviews/group-3.json,results/5067.json,responses/5067/attempt-01.json
5068,https://github.com/OpenHands/software-agent-sdk/issues/5068,model-router: drop silent default_model fallback; fail loudly (retryable) on no match,6886d3d98b0a5c8d5f7831756bbc539860ebcbf42273717895767430a8310228,True,False,field_notes_pipeline,investigate,write,ok,write,relevant_with_substance,True,yes,0.94,yes,yes,0.97,yes,no,0.1,no,yes,0.83,yes,yes,0.87,yes,yes,0.92,yes,"Unparseable classification currently masquerades as a successful model route. The issue explicitly weighs retryable error versus tagged fallback and traces the persisted/API field through SDK and frontend removal, supplying strong behavior and cross-repository design substance.",[],"[{""text"": ""A fallback and a real match produce identical observations"", ""supports"": [""design"", ""agent_behavior"", ""substance""]}]",inputs/group-2.json,requests/5068.json,reviews/group-2.json,results/5068.json,responses/5068/attempt-01.json
5072,https://github.com/OpenHands/software-agent-sdk/issues/5072,fix(ts-client): keep Babel override consistent with lockfile,2586725d256e64ee322e38d938afce603261226469f5b6a14ef82bfcd27d2365,True,False,field_notes_runtime,skip,skip,ok,skip,below_threshold,True,no,0.23,no,no,0.07,no,no,0.02,no,no,0.24,no,no,0.59,no,yes,0.8,yes,The lockfile/override inconsistency and fixed dependency graph are explicit. This is reproducible dependency-maintenance work with runtime changes deliberately excluded.,"[""routine_but_clear""]","[{""text"": ""No generated client or runtime behavior changes."", ""supports"": [""design_context""]}]",inputs/group-1.json,requests/5072.json,reviews/group-1.json,results/5072.json,responses/5072/attempt-01.json
5074,https://github.com/OpenHands/software-agent-sdk/issues/5074,TaskTool child remains running and task mapping is lost after Agent Server process restart,62a95baf84255b53d5d72799a23fe3917b926411ed981b0b5979e40b9d5db506,True,True,field_notes_runtime,uncertain,defer,ok,defer,incomplete_context,True,yes,0.93,yes,yes,0.96,yes,yes,0.76,yes,no,0.59,no,yes,0.91,yes,yes,0.66,no,"The narrative clearly describes durable parent/child recovery and lost task identity, but the supplied input is explicitly truncated. Strong investigation relevance should be distinguished from the pipeline's coverage deferral.","[""truncated_input""]","[{""text"": ""the durable task/child relationship must not disappear silently."", ""supports"": [""design"", ""memory"", ""design_context""]}]",inputs/group-1.json,requests/5074.json,reviews/group-1.json,results/5074.json,responses/5074/attempt-01.json
5080,https://github.com/OpenHands/software-agent-sdk/issues/5080,[Feature]: Add a lightweight remote conversation control client,6d532e97373e8cc28227f8e482f5f8c33c3c358ef1aa14712c31e0c7b92953ac,True,False,field_notes_site,investigate,write,ok,write,relevant_with_substance,True,yes,0.93,yes,no,0.5,no,no,0.32,no,no,0.53,no,yes,0.8,yes,yes,0.87,yes,"Separating orchestration from interactive history synchronization removes runtime tool dependencies from schedulers. The architecture is clear, but no concrete interaction with the watched automation repository is established.",[],"[{""text"": ""requiring the full interactive client couples the scheduler process to the agent runtime's tools."", ""supports"": [""design"", ""substance""]}]",inputs/group-3.json,requests/5080.json,reviews/group-3.json,results/5080.json,responses/5080/attempt-01.json
5091,https://github.com/OpenHands/software-agent-sdk/issues/5091,"[Bug]: `anyOf: [false, X]` converts to `{""not"": {}}`, clobbering the concrete branch",cc34137e192339baa5d829ef7a96f9385acde943c05119aa9baffac74f2ed122,True,False,field_notes_runtime,investigate,write,ok,write,relevant_with_substance,True,yes,0.75,yes,yes,0.86,yes,no,0.02,no,no,0.41,no,yes,0.86,yes,yes,0.91,yes,"Schema conversion changes logical meaning based on union order and lets untrusted MCP metadata break all tools. This connects tool contracts, validation and failure isolation.",[],"[{""text"": ""The conversion is order-dependent."", ""supports"": [""design"", ""agent_behavior""]}]",inputs/group-1.json,requests/5091.json,reviews/group-1.json,results/5091.json,responses/5091/attempt-01.json
5092,https://github.com/OpenHands/software-agent-sdk/issues/5092,WAITING_FOR_CONFIRMATION: any user message implicitly approves pending actions on next run(),1226964bef76354e7750ed57e775c201c75028db780ae2f3c4f6be699aabd325,True,False,field_notes_site,investigate,write,ok,write,relevant_with_substance,True,yes,0.95,yes,yes,0.97,yes,no,0.23,no,no,0.35,no,yes,0.9,yes,yes,0.86,yes,A user revocation becomes implicit approval because pending-action state is mishandled. This is a concrete agent-control and authorization contract with a reproducible safety failure.,[],"[{""text"": ""A user message during WAITING_FOR_CONFIRMATION must never act as consent."", ""supports"": [""design"", ""agent_behavior"", ""substance""]}]",inputs/group-3.json,requests/5092.json,reviews/group-3.json,results/5092.json,responses/5092/attempt-01.json
5094,https://github.com/OpenHands/software-agent-sdk/issues/5094,[Bug]: ACP session/load failure silently starts a fresh session without restoring conversation context,b92ff27b3c68f1d178e05871ac79c09a80d54089f024a985eca7eb69498e1246,True,False,field_notes_pipeline,investigate,write,ok,write,relevant_with_substance,True,yes,0.94,yes,yes,0.97,yes,yes,0.98,yes,no,0.38,no,yes,0.9,yes,yes,0.73,yes,"A failed ACP resume silently replaces the native session while old history remains visible. Session identity, context continuity, and fail-closed recovery warrant a design note. Canvas demonstrates the symptom, but the described failing transition is within the SDK.",[],"[{""text"": ""A failed resume must not silently turn an existing conversation into a context-free session."", ""supports"": [""design"", ""agent_behavior"", ""memory"", ""design_context""]}]",inputs/group-2.json,requests/5094.json,reviews/group-2.json,results/5094.json,responses/5094/attempt-01.json
5096,https://github.com/OpenHands/software-agent-sdk/issues/5096,[Bug]: FileEditor replaces symlinks instead of updating the target file,90cb428cae74d3c53d1013bdfe7fc2510bc8e6f95fe9b12f233a753d08ddd263,True,False,field_notes_runtime,investigate,write,ok,write,relevant_with_substance,True,yes,0.87,yes,yes,0.64,no,no,0.05,no,no,0.29,no,yes,0.85,yes,yes,0.7,yes,"The editor confuses path replacement with target mutation and cannot undo the lost symlink. Its success signal, byte changes and undo semantics create a substantive agent-tool contract question.",[],"[{""text"": ""the editor replaces the symlink with a regular file containing the edit."", ""supports"": [""design"", ""agent_behavior""]}]",inputs/group-1.json,requests/5096.json,reviews/group-1.json,results/5096.json,responses/5096/attempt-01.json
5099,https://github.com/OpenHands/software-agent-sdk/issues/5099,1.48.0: _cache_buckets raises AttributeError on litellm PromptTokensDetailsWrapper,1f39f1aac52f482d450bee10d93cf4085089e234133c4bd9ac574dddaf84ac93,True,False,field_notes_runtime,investigate,write,ok,write,relevant_with_substance,True,yes,0.5,no,yes,0.83,yes,no,0.07,no,no,0.39,no,yes,0.84,yes,yes,0.92,yes,"A third-party model's field-set metadata disagrees with accessible attributes, turning optional telemetry into failed completions. The report supplies the mechanism and a precise compatibility boundary.","[""overlapping_issue""]","[{""text"": ""the field name stays in\n`model_fields_set`"", ""supports"": [""design"", ""agent_behavior""]}]",inputs/group-1.json,requests/5099.json,reviews/group-1.json,results/5099.json,responses/5099/attempt-01.json
5100,https://github.com/OpenHands/software-agent-sdk/issues/5100,[Bug]: Profile pre-flight validation reports budget-exceeded keys as valid and blocks ~2 min on retries,5e19fb4ab5def6579ce578eba565e545df0dcd9e7812d5f78ee6eca57e678138,True,False,field_notes_runtime,investigate,write,ok,write,relevant_with_substance,True,yes,0.88,yes,yes,0.96,yes,no,0.03,no,no,0.79,yes,yes,0.86,yes,yes,0.87,yes,The report separates transient rate limits from exhausted quota and preflight retry policy from runtime retry policy. These distinctions explain misleading readiness and avoidable agent-start latency.,[],"[{""text"": ""independent of the profile's runtime retry policy"", ""supports"": [""design"", ""agent_behavior"", ""design_context""]}]",inputs/group-1.json,requests/5100.json,reviews/group-1.json,results/5100.json,responses/5100/attempt-01.json
5108,https://github.com/OpenHands/software-agent-sdk/issues/5108,[Bug]: Gemini edit corrupts non-UTF-8 content during unrelated edits,79b5456c02a728f0a25e729f583ca34f7461bf852289810947617013782332fc,True,False,field_notes_runtime,investigate,write,ok,write,relevant_with_substance,True,yes,0.79,yes,yes,0.86,yes,no,0.04,no,no,0.49,no,yes,0.85,yes,yes,0.86,yes,A successful tool result can conceal unrelated file corruption; the issue defines byte-preservation and failure semantics precisely. This is a useful lesson about trustworthy agent editing tools.,[],"[{""text"": ""the tool reports success"", ""supports"": [""agent_behavior"", ""substance""]}]",inputs/group-1.json,requests/5108.json,reviews/group-1.json,results/5108.json,responses/5108/attempt-01.json
5133,https://github.com/OpenHands/software-agent-sdk/issues/5133,[Bug]: Windows PowerShell detection fails when a slow user profile (e.g. conda init) exceeds the probe timeout,5f33ab4d3eb2d7259bad3d2a6fbb8b353482a0354ef067e5e90085b1929113c3,True,False,field_notes_runtime,investigate,write,ok,write,relevant_with_substance,True,no,0.51,no,yes,0.94,yes,no,0.02,no,no,0.19,no,yes,0.84,yes,yes,0.92,yes,"A probe runs a different shell startup configuration from the real terminal, falsely denying an available agent tool. The focused failure illustrates why readiness checks must match execution conditions.",[],"[{""text"": ""PowerShell availability detection should not depend"", ""supports"": [""agent_behavior"", ""substance"", ""design_context""]}]",inputs/group-1.json,requests/5133.json,reviews/group-1.json,results/5133.json,responses/5133/attempt-01.json
5134,https://github.com/OpenHands/software-agent-sdk/issues/5134,AttributeError: 'PromptTokensDetailsWrapper' object has no attribute 'cache_creation_tokens' in Telemetry._cache_buckets,53735c08ea91fd45b08d4eab71586a33610a2e2d50d69b08bb2bf736493f407f,True,False,field_notes_runtime,investigate,write,ok,write,relevant_with_substance,True,yes,0.57,no,yes,0.95,yes,no,0.08,no,no,0.34,no,yes,0.87,yes,yes,0.92,yes,The detailed wrapper behavior explains why static field metadata is not a runtime presence guarantee and why telemetry crashes otherwise valid completions. This substantially overlaps the other cache-token reports.,"[""overlapping_issue""]","[{""text"": ""This crashes token/cost accounting (and the LLM call)"", ""supports"": [""agent_behavior"", ""design_context""]}]",inputs/group-1.json,requests/5134.json,reviews/group-1.json,results/5134.json,responses/5134/attempt-01.json
